wn,zeta,overshoot_pct_measured,overshoot_pct_theory,settling_time_s,peak
2.0,0.2,52.662056037027114,52.66205993303031,9.801,1.5266205603702712
2.0,0.7,4.598789263618719,4.598791026026775,2.99,1.0459878926361872
2.0,1.0,0.0,0.0,2.9170000000000003,0.9999999999920132
2.0,2.0,0.0,0.0,7.439,0.9996522306327114
